true,pred,count
and surreal storytelling,fantasy,1
nazis and world war ii,thriller,1
inspiring sports underdog stories,action,1
fantasy,and slasher horror,1
fantasy,gory,1
fantasy,gruesome,1
captivating vision and shakespearean drama,fantasy,1
bloody vampire horror,gothic and eerie haunting horror,1
fairy-tale fantasy and enchanted magic,romance,1
adorable animals and heartwarming families,romance,1
kids' animated fun and adventure,romance,1
air pilot heroism and survival,science fiction,1
adorable animals and heartwarming families,crude humor and satire,1
creepy,action,1
chilling,action,1
and terrifying horror,action,1
terrifying,action,1
haunted,action,1
and supernatural horror,action,1
tv movie,family,1
science fiction,family,1
music,family,1
action comedy and silly heroics,family,1
gags,family,1
jokes,family,1
and slapstick humor,family,1
funny jokes and crude humor,science fiction,1
emotional and touching family dramas,animation,1
touching and sentimental family stories,animation,1
monsters,superheroes in action-packed battles with villains,1
aliens,superheroes in action-packed battles with villains,1
sci-fi and the apocalypse,superheroes in action-packed battles with villains,1
sci-fi monster and dinosaur adventures,superheroes in action-packed battles with villains,1
action-packed space and alien sagas,superheroes in action-packed battles with villains,1
thought-provoking sci-fi action and future technology,superheroes in action-packed battles with villains,1
thriller,and terrifying horror,1
thriller,chilling,1
thriller,creepy,1
intense violence and sexual transgression,and terrifying horror,1
intense violence and sexual transgression,chilling,1
intense violence and sexual transgression,creepy,1
sci-fi horror,and terrifying horror,1
sci-fi horror,chilling,1
sci-fi horror,creepy,1
creatures,and terrifying horror,1
creatures,chilling,1
creatures,creepy,1
and aliens,and terrifying horror,1
and aliens,chilling,1
and aliens,creepy,1
politics and human rights,crime,1
exciting spy thrillers with tense intrigue,crime,1
riveting political and presidential drama,crime,1
politics,comedy,1
propaganda,comedy,1
and political documentaries,comedy,1
racism and the powerful fight for justice,comedy,1
epic adventure and breathtaking battles,thriller,1
animation,holiday joy and heartwarming christmas,1
crude humor and satire,family,1
laugh-out-loud relationship entanglements,family,1
laugh-out-loud relationship entanglements,holiday joy and heartwarming christmas,1
gothic and eerie haunting horror,romance,1
spooky,action,1
scary comedy,action,1
fascinating,moving relationship stories,1
emotional stories and documentaries,moving relationship stories,1
romance,horror,1
relationship comedy,horror,1
charming romances and delightful chemistry,horror,1
action,military combat and heroic soldiers,1
action,war and historical adventure,1
thriller,gothic and eerie haunting horror,1
thriller,intense violence and sexual transgression,1
mystery,gothic and eerie haunting horror,1
mystery,intense violence and sexual transgression,1
intense violence and sexual transgression,gothic and eerie haunting horror,1
intense violence and sexual transgression,intense violence and sexual transgression,1
creepy,mystery,1
chilling,mystery,1
and terrifying horror,mystery,1
history,horror,1
action,action-packed space and alien sagas,1
thriller,action-packed space and alien sagas,1
fantasy,action-packed space and alien sagas,1
epic heroes,action-packed space and alien sagas,1
intense combat and martial arts,action-packed space and alien sagas,1
intense combat and martial arts,aliens,1
intense combat and martial arts,monsters,1
intense combat and martial arts,sci-fi and the apocalypse,1
superheroes in action-packed battles with villains,action-packed space and alien sagas,1
sci-fi monster and dinosaur adventures,action-packed space and alien sagas,1
student coming-of-age challenges,thriller,1
challenging or sexual themes & twists,and slasher horror,1
challenging or sexual themes & twists,gory,1
challenging or sexual themes & twists,gruesome,1
science fiction,and slasher horror,1
science fiction,gory,1
science fiction,gruesome,1
monsters,and slasher horror,1
monsters,gory,1
monsters,gruesome,1
aliens,and slasher horror,1
aliens,gory,1
aliens,gruesome,1
sci-fi and the apocalypse,and slasher horror,1
sci-fi and the apocalypse,gory,1
sci-fi and the apocalypse,gruesome,1
crude humor and satire,and slasher horror,1
crude humor and satire,gory,1
crude humor and satire,gruesome,1
survival horror and zombie carnage,science fiction,1
teen school antics and laughter,and slasher horror,1
teen school antics and laughter,gory,1
teen school antics and laughter,gruesome,1
teen school antics and laughter,science fiction,1
teen school antics and laughter,the undead and monster classics,1
action comedy and silly heroics,and slasher horror,1
action comedy and silly heroics,gory,1
action comedy and silly heroics,gruesome,1
bollywood emotional dramas,moving relationship stories,1
thriller,and slapstick humor,1
thriller,gags,1
thriller,jokes,1
high speed and special ops,and slapstick humor,1
high speed and special ops,gags,1
high speed and special ops,jokes,1
explosive and action-packed heroes vs. villains,and slapstick humor,1
explosive and action-packed heroes vs. villains,gags,1
explosive and action-packed heroes vs. villains,jokes,1
violent action,and slapstick humor,1
violent action,crude humor and satire,1
violent action,gags,1
violent action,jokes,1
guns,and slapstick humor,1
guns,crude humor and satire,1
guns,gags,1
guns,jokes,1
and crime,and slapstick humor,1
and crime,crude humor and satire,1
and crime,gags,1
and crime,jokes,1
heists and thrilling action,and slapstick humor,1
heists and thrilling action,gags,1
heists and thrilling action,jokes,1
adrenaline-fueled action and fast cars,and slapstick humor,1
adrenaline-fueled action and fast cars,gags,1
adrenaline-fueled action and fast cars,jokes,1
action,fantasy,1
faith and religion,fantasy,1
epic history and literature,fantasy,1
the undead and monster classics,fantasy,1
historical battles and epic heroism,fantasy,1
terrifying,fantasy,1
haunted,fantasy,1
and supernatural horror,fantasy,1
graphic violence and brutal revenge,and slasher horror,1
graphic violence and brutal revenge,gory,1
graphic violence and brutal revenge,gruesome,1
quirky and endearing relationships,underdogs and coming of age,1
crude humor and satire,fantasy,1
gags,fantasy,1
jokes,fantasy,1
and slapstick humor,fantasy,1
fantasy adventure,horror,1
heroism,horror,1
and swordplay,horror,1
historical battles and epic heroism,horror,1
mystery,action-packed space and alien sagas,1
mystery,aliens,1
mystery,monsters,1
mystery,sci-fi and the apocalypse,1
thought-provoking sci-fi action and future technology,action-packed space and alien sagas,1
humanity's odyssey: earth and beyond,action-packed space and alien sagas,1
humanity's odyssey: earth and beyond,aliens,1
humanity's odyssey: earth and beyond,monsters,1
humanity's odyssey: earth and beyond,sci-fi and the apocalypse,1
action,amusing jokes and witty satire,1
action,funny jokes and crude humor,1
science fiction,amusing jokes and witty satire,1
science fiction,and slapstick humor,1
science fiction,funny jokes and crude humor,1
science fiction,gags,1
science fiction,jokes,1
monsters,amusing jokes and witty satire,1
monsters,and slapstick humor,1
monsters,crude humor and satire,1
monsters,funny jokes and crude humor,1
monsters,gags,1
monsters,jokes,1
aliens,amusing jokes and witty satire,1
aliens,and slapstick humor,1
aliens,crude humor and satire,1
aliens,funny jokes and crude humor,1
aliens,gags,1
aliens,jokes,1
sci-fi and the apocalypse,amusing jokes and witty satire,1
sci-fi and the apocalypse,and slapstick humor,1
sci-fi and the apocalypse,crude humor and satire,1
sci-fi and the apocalypse,funny jokes and crude humor,1
sci-fi and the apocalypse,gags,1
sci-fi and the apocalypse,jokes,1
teen school antics and laughter,amusing jokes and witty satire,1
teen school antics and laughter,and slapstick humor,1
teen school antics and laughter,funny jokes and crude humor,1
teen school antics and laughter,gags,1
teen school antics and laughter,jokes,1
drama,superheroes in action-packed battles with villains,1
mystery,adventure,1
mystery,epic heroes,1
mystery,superheroes in action-packed battles with villains,1
high speed and special ops,superheroes in action-packed battles with villains,1
disastrous voyages and heroic survival,epic heroes,1
disastrous voyages and heroic survival,superheroes in action-packed battles with villains,1
adrenaline-fueled action and fast cars,superheroes in action-packed battles with villains,1
fantasy adventure,superheroes in action-packed battles with villains,1
heroism,superheroes in action-packed battles with villains,1
and swordplay,superheroes in action-packed battles with villains,1
mystery,fantasy,1
intriguing and suspenseful murder mysteries,crude humor and satire,1
suspenseful crime thrillers,crude humor and satire,1
tv movie,romance,1
thriller,superheroes in action-packed battles with villains,1
drugs and gangsters,superheroes in action-packed battles with villains,1
gritty crime and ruthless gangsters,superheroes in action-packed battles with villains,1
chilling experiments and classic monster horror,epic heroes,1
chilling experiments and classic monster horror,superheroes in action-packed battles with villains,1
graphic violence and brutal revenge,epic heroes,1
graphic violence and brutal revenge,superheroes in action-packed battles with villains,1
crime,the undead and monster classics,1
drama,and supernatural horror,1
drama,haunted,1
drama,terrifying,1
comedy,powerful stories of heartbreak and suffering,1
quirky and endearing relationships,powerful stories of heartbreak and suffering,1
charming romances and delightful chemistry,powerful stories of heartbreak and suffering,1
charming romances and delightful chemistry,touching and sentimental family stories,1
tv movie,adventure,1
faith and religion,thriller,1
drama,humanity and the world around us,1
moving relationship stories,humanity and the world around us,1
humanity and the world around us,humanity and the world around us,1
humanity and the world around us,powerful stories of heartbreak and suffering,1
humanity and the world around us,touching and sentimental family stories,1
powerful stories of heartbreak and suffering,humanity and the world around us,1
powerful poetic and passionate drama,humanity and the world around us,1
powerful poetic and passionate drama,powerful stories of heartbreak and suffering,1
powerful poetic and passionate drama,touching and sentimental family stories,1
surreal and thought-provoking visions of life and death,humanity and the world around us,1
surreal and thought-provoking visions of life and death,powerful stories of heartbreak and suffering,1
surreal and thought-provoking visions of life and death,touching and sentimental family stories,1
heartbreaking and moving family drama,humanity and the world around us,1
touching and sentimental family stories,humanity and the world around us,1
dreamlike,moving relationship stories,1
quirky,moving relationship stories,1
and surreal storytelling,moving relationship stories,1
gory,action,1
gruesome,action,1
and slasher horror,action,1
epic adventure and breathtaking battles,science fiction,1
fairy-tale fantasy and enchanted magic,science fiction,1
moving relationship stories,epic heroes,1
surreal and thought-provoking visions of life and death,crime,1
adventure,explosive and action-packed heroes vs. villains,1
adventure,high speed and special ops,1
exciting spy thrillers with tense intrigue,explosive and action-packed heroes vs. villains,1
intense political and terrorist thrillers,epic heroes,1
intense political and terrorist thrillers,explosive and action-packed heroes vs. villains,1
humanity and the world around us,horror,1
fantasy,and terrifying horror,1
fantasy,chilling,1
fantasy,creepy,1
animation,and terrifying horror,1
animation,chilling,1
animation,creepy,1
animation,the undead and monster classics,1
epic heroes,and terrifying horror,1
epic heroes,chilling,1
epic heroes,creepy,1
epic heroes,the undead and monster classics,1
history,romance,1
epic history and literature,romance,1
epic heroes,romance,1
historical battles and epic heroism,romance,1
crime,adventure,1
drugs and gangsters,adventure,1
dreamlike,adventure,1
quirky,adventure,1
and surreal storytelling,adventure,1
emotional and touching family dramas,family,1
relationship comedy,twisted dark psychological thriller,1
teen school antics and laughter,twisted dark psychological thriller,1
romance,military combat and heroic soldiers,1
romance,war,1
romance,war and historical adventure,1
moving relationship stories,military combat and heroic soldiers,1
moving relationship stories,war,1
moving relationship stories,war and historical adventure,1
powerful stories of heartbreak and suffering,military combat and heroic soldiers,1
powerful stories of heartbreak and suffering,war,1
powerful stories of heartbreak and suffering,war and historical adventure,1
touching and sentimental family stories,military combat and heroic soldiers,1
touching and sentimental family stories,war,1
touching and sentimental family stories,war and historical adventure,1
thriller,and crime,1
thriller,guns,1
thriller,violent action,1
action,and crime,1
action,guns,1
action,violent action,1
high speed and special ops,and crime,1
high speed and special ops,guns,1
high speed and special ops,violent action,1
drugs and gangsters,and crime,1
drugs and gangsters,explosive and action-packed heroes vs. villains,1
drugs and gangsters,guns,1
drugs and gangsters,high speed and special ops,1
drugs and gangsters,violent action,1
epic heroes,and crime,1
epic heroes,guns,1
epic heroes,violent action,1
violent action,and crime,1
violent action,guns,1
violent action,violent action,1
guns,and crime,1
guns,guns,1
guns,violent action,1
and crime,and crime,1
and crime,guns,1
and crime,violent action,1
gritty crime and ruthless gangsters,and crime,1
gritty crime and ruthless gangsters,explosive and action-packed heroes vs. villains,1
gritty crime and ruthless gangsters,guns,1
gritty crime and ruthless gangsters,high speed and special ops,1
gritty crime and ruthless gangsters,violent action,1
explosive and action-packed heroes vs. villains,and crime,1
explosive and action-packed heroes vs. villains,guns,1
explosive and action-packed heroes vs. villains,violent action,1
intense combat and martial arts,and crime,1
intense combat and martial arts,guns,1
intense combat and martial arts,high speed and special ops,1
intense combat and martial arts,violent action,1
adrenaline-fueled action and fast cars,and crime,1
adrenaline-fueled action and fast cars,guns,1
adrenaline-fueled action and fast cars,violent action,1
noir and dark crime dramas,and supernatural horror,1
noir and dark crime dramas,haunted,1
noir and dark crime dramas,terrifying,1
noir and dark crime dramas,the undead and monster classics,1
tv movie,thriller,1
thriller,adventure,1
sci-fi horror,crime,1
creatures,crime,1
and aliens,crime,1
bloody vampire horror,crime,1
religious faith,horror,1
sin,horror,1
and forgiveness,horror,1
song and dance,adventure,1
romance,relationship comedy,1
comedy,relationship comedy,1
song and dance,relationship comedy,1
crude humor and satire,relationship comedy,1
relationship comedy,relationship comedy,1
catchy songs and hilarious musical comedy,relationship comedy,1
dazzling vocal performances and musicals,relationship comedy,1
charming romances and delightful chemistry,relationship comedy,1
laugh-out-loud relationship entanglements,relationship comedy,1
gags,relationship comedy,1
jokes,relationship comedy,1
and slapstick humor,relationship comedy,1
drama,explosive and action-packed heroes vs. villains,1
twisted dark psychological thriller,epic heroes,1
twisted dark psychological thriller,explosive and action-packed heroes vs. villains,1
survival horror and zombie carnage,gothic and eerie haunting horror,1
laugh-out-loud relationship entanglements,thriller,1
enduring stories of family and marital drama,powerful stories of heartbreak and suffering,1
powerful poetic and passionate drama,crime,1
powerful poetic and passionate drama,thriller,1
romance,science fiction,1
underdogs and coming of age,science fiction,1
touching and sentimental family stories,science fiction,1
emotional and touching family dramas,science fiction,1
emotional teen coming-of-age stories,science fiction,1
mystery,moving relationship stories,1
moving relationship stories,family,1
action,drugs and gangsters,1
heists and thrilling action,drugs and gangsters,1
adrenaline-fueled action and fast cars,drugs and gangsters,1
action-packed space and alien sagas,epic heroes,1
romance,crime,1
romance,thrillers and murder mysteries,1
enduring stories of family and marital drama,crime,1
enduring stories of family and marital drama,thrillers and murder mysteries,1
teen school antics and laughter,crime,1
kids' animated fun and adventure,horror,1
moving relationship stories,thriller,1
epic history and literature,comedy,1
wild west outlaws and gunfights,comedy,1
political drama,action,1
patriotism,action,1
and war,action,1
epic history and literature,adventure,1
twisted dark psychological thriller,and terrifying horror,1
twisted dark psychological thriller,chilling,1
twisted dark psychological thriller,creepy,1
action-packed space and alien sagas,animation,1
moving relationship stories,science fiction,1
powerful stories of heartbreak and suffering,science fiction,1
emotional teen coming-of-age stories,horror,1
powerful stories of heartbreak and suffering,horror,1
violent action,horror,1
guns,horror,1
and crime,horror,1
gripping,twisted dark psychological thriller,1
intense violent crime,twisted dark psychological thriller,1
enduring stories of family and marital drama,thriller,1
enduring stories of family and marital drama,twisted dark psychological thriller,1
music,crime,1
emotional life of renowned artists,crime,1
tv movie,music,1
documentary,music,1
bollywood emotional dramas,comedy,1
relationship comedy,crime,1
drugs and gangsters,crude humor and satire,1
crude humor and satire,and supernatural horror,1
crude humor and satire,haunted,1
crude humor and satire,terrifying,1
spooky,and supernatural horror,1
spooky,haunted,1
spooky,terrifying,1
scary comedy,and supernatural horror,1
scary comedy,haunted,1
scary comedy,terrifying,1
moving relationship stories,laugh-out-loud relationship entanglements,1
war,crime,1
military combat and heroic soldiers,crime,1
war,epic heroes,1
war and historical adventure,epic heroes,1
military combat and heroic soldiers,epic heroes,1
bravery in war,epic heroes,1
intriguing and suspenseful murder mysteries,action,1
superheroes in action-packed battles with villains,crude humor and satire,1
exciting spy thrillers with tense intrigue,crude humor and satire,1
thought-provoking sci-fi action and future technology,epic heroes,1
suspenseful crime thrillers,and slasher horror,1
suspenseful crime thrillers,gory,1
suspenseful crime thrillers,gruesome,1
suspenseful crime thrillers,the undead and monster classics,1
horror,epic heroes,1
horror,superheroes in action-packed battles with villains,1
survival horror and zombie carnage,epic heroes,1
survival horror and zombie carnage,superheroes in action-packed battles with villains,1
sci-fi horror,epic heroes,1
creatures,epic heroes,1
and aliens,epic heroes,1
surreal and thought-provoking visions of life and death,adventure,1
faith and religion,comedy,1
humanity's odyssey: earth and beyond,comedy,1
captivating relationships and charming romance,documentary,1
surreal and thought-provoking visions of life and death,documentary,1
charming romances and delightful chemistry,documentary,1
emotional and captivating fantasy storytelling,documentary,1
dazzling vocal performances and musicals,moving relationship stories,1
action,sci-fi monster and dinosaur adventures,1
thriller,sci-fi monster and dinosaur adventures,1
science fiction,sci-fi monster and dinosaur adventures,1
fantasy,sci-fi monster and dinosaur adventures,1
monsters,sci-fi monster and dinosaur adventures,1
aliens,sci-fi monster and dinosaur adventures,1
sci-fi and the apocalypse,sci-fi monster and dinosaur adventures,1
epic heroes,sci-fi monster and dinosaur adventures,1
sci-fi monster and dinosaur adventures,sci-fi monster and dinosaur adventures,1
dangerous technology and the apocalypse,sci-fi monster and dinosaur adventures,1
superheroes in action-packed battles with villains,sci-fi monster and dinosaur adventures,1
imaginative space odysseys and alien encounters,sci-fi monster and dinosaur adventures,1
action-packed space and alien sagas,sci-fi monster and dinosaur adventures,1
action-packed space and alien sagas,horror,1
underdogs and coming of age,adventure,1
student coming-of-age challenges,adventure,1
emotional teen coming-of-age stories,adventure,1
romance,thriller,1
emotional life of renowned artists,moving relationship stories,1
crime,animation,1
epic history and literature,action,1
adorable animals and heartwarming families,science fiction,1
music,the undead and monster classics,1
song and dance,horror,1
song and dance,the undead and monster classics,1
dazzling vocal performances and musicals,horror,1
dazzling vocal performances and musicals,the undead and monster classics,1
dreamlike,the undead and monster classics,1
quirky,the undead and monster classics,1
and surreal storytelling,the undead and monster classics,1
catchy songs and hilarious musical comedy,horror,1
catchy songs and hilarious musical comedy,the undead and monster classics,1
sci-fi horror,twisted dark psychological thriller,1
creatures,twisted dark psychological thriller,1
and aliens,twisted dark psychological thriller,1
underdogs and coming of age,action,1
quirky and endearing relationships,action,1
terrifying,romance,1
haunted,romance,1
and supernatural horror,romance,1
creepy,romance,1
chilling,romance,1
and terrifying horror,romance,1
gory,romance,1
gruesome,romance,1
and slasher horror,romance,1
drama,captivating relationships and charming romance,1
drama,charming romances and delightful chemistry,1
romance,captivating relationships and charming romance,1
romance,charming romances and delightful chemistry,1
romance,powerful stories of heartbreak and suffering,1
moving relationship stories,captivating relationships and charming romance,1
moving relationship stories,charming romances and delightful chemistry,1
touching and sentimental family stories,captivating relationships and charming romance,1
touching and sentimental family stories,charming romances and delightful chemistry,1
captivating relationships and charming romance,captivating relationships and charming romance,1
captivating relationships and charming romance,charming romances and delightful chemistry,1
captivating relationships and charming romance,powerful stories of heartbreak and suffering,1
captivating relationships and charming romance,touching and sentimental family stories,1
tragic sadness and captivating beauty,captivating relationships and charming romance,1
tragic sadness and captivating beauty,charming romances and delightful chemistry,1
powerful stories of heartbreak and suffering,captivating relationships and charming romance,1
powerful stories of heartbreak and suffering,charming romances and delightful chemistry,1
emotional and touching family dramas,captivating relationships and charming romance,1
emotional and touching family dramas,charming romances and delightful chemistry,1
sci-fi monster and dinosaur adventures,adventure,1
adventure,and slapstick humor,1
adventure,gags,1
adventure,jokes,1
western,and slapstick humor,1
western,crude humor and satire,1
western,gags,1
western,jokes,1
westerns,and slapstick humor,1
westerns,crude humor and satire,1
westerns,gags,1
westerns,jokes,1
intense combat and martial arts,and slapstick humor,1
intense combat and martial arts,gags,1
intense combat and martial arts,jokes,1
mystery,and slapstick humor,1
mystery,crude humor and satire,1
mystery,gags,1
mystery,jokes,1
spooky,thriller,1
scary comedy,thriller,1
gags,twisted dark psychological thriller,1
jokes,twisted dark psychological thriller,1
and slapstick humor,twisted dark psychological thriller,1
adrenaline-fueled action and fast cars,documentary,1
emotional and touching family dramas,documentary,1
touching and sentimental family stories,documentary,1
underdog fighting and boxing stories,documentary,1
disastrous voyages and heroic survival,comedy,1
student coming-of-age challenges,romance,1
science fiction,imaginative space odysseys and alien encounters,1
science fiction,thought-provoking sci-fi action and future technology,1
adventure,imaginative space odysseys and alien encounters,1
adventure,thought-provoking sci-fi action and future technology,1
monsters,imaginative space odysseys and alien encounters,1
monsters,thought-provoking sci-fi action and future technology,1
aliens,imaginative space odysseys and alien encounters,1
aliens,thought-provoking sci-fi action and future technology,1
sci-fi and the apocalypse,imaginative space odysseys and alien encounters,1
sci-fi and the apocalypse,thought-provoking sci-fi action and future technology,1
the undead and monster classics,imaginative space odysseys and alien encounters,1
the undead and monster classics,thought-provoking sci-fi action and future technology,1
sci-fi horror,imaginative space odysseys and alien encounters,1
sci-fi horror,thought-provoking sci-fi action and future technology,1
creatures,imaginative space odysseys and alien encounters,1
creatures,thought-provoking sci-fi action and future technology,1
and aliens,imaginative space odysseys and alien encounters,1
and aliens,thought-provoking sci-fi action and future technology,1
gothic and eerie haunting horror,action-packed space and alien sagas,1
gothic and eerie haunting horror,aliens,1
gothic and eerie haunting horror,imaginative space odysseys and alien encounters,1
gothic and eerie haunting horror,monsters,1
gothic and eerie haunting horror,sci-fi and the apocalypse,1
gothic and eerie haunting horror,thought-provoking sci-fi action and future technology,1
action-packed space and alien sagas,imaginative space odysseys and alien encounters,1
action-packed space and alien sagas,thought-provoking sci-fi action and future technology,1
terrifying,imaginative space odysseys and alien encounters,1
terrifying,thought-provoking sci-fi action and future technology,1
haunted,imaginative space odysseys and alien encounters,1
haunted,thought-provoking sci-fi action and future technology,1
and supernatural horror,imaginative space odysseys and alien encounters,1
and supernatural horror,thought-provoking sci-fi action and future technology,1
creepy,action-packed space and alien sagas,1
creepy,aliens,1
creepy,imaginative space odysseys and alien encounters,1
creepy,monsters,1
creepy,sci-fi and the apocalypse,1
creepy,thought-provoking sci-fi action and future technology,1
chilling,action-packed space and alien sagas,1
chilling,aliens,1
chilling,imaginative space odysseys and alien encounters,1
chilling,monsters,1
chilling,sci-fi and the apocalypse,1
chilling,thought-provoking sci-fi action and future technology,1
and terrifying horror,action-packed space and alien sagas,1
and terrifying horror,aliens,1
and terrifying horror,imaginative space odysseys and alien encounters,1
and terrifying horror,monsters,1
and terrifying horror,sci-fi and the apocalypse,1
and terrifying horror,thought-provoking sci-fi action and future technology,1
nazis and world war ii,comedy,1
humanity and the world around us,action,1
tv movie,fantasy,1
fantasy,superheroes in action-packed battles with villains,1
crude humor and satire,superheroes in action-packed battles with villains,1
funny jokes and crude humor,epic heroes,1
funny jokes and crude humor,superheroes in action-packed battles with villains,1
catchy songs and hilarious musical comedy,epic heroes,1
catchy songs and hilarious musical comedy,superheroes in action-packed battles with villains,1
history,military combat and heroic soldiers,1
history,war and historical adventure,1
politics and human rights,military combat and heroic soldiers,1
politics and human rights,war,1
politics and human rights,war and historical adventure,1
riveting political and presidential drama,military combat and heroic soldiers,1
riveting political and presidential drama,war,1
riveting political and presidential drama,war and historical adventure,1
touching and sentimental family stories,laugh-out-loud relationship entanglements,1
faith and religion,crime,1
sci-fi monster and dinosaur adventures,comedy,1
mystery,intriguing and suspenseful murder mysteries,1
gory,intriguing and suspenseful murder mysteries,1
gory,thrillers and murder mysteries,1
gruesome,intriguing and suspenseful murder mysteries,1
gruesome,thrillers and murder mysteries,1
and slasher horror,intriguing and suspenseful murder mysteries,1
and slasher horror,thrillers and murder mysteries,1
touching and sentimental family stories,family,1
touching and sentimental family stories,fantasy,1
touching and sentimental family stories,holiday joy and heartwarming christmas,1
touching and sentimental family stories,kids' animated fun and adventure,1
documentary,action,1
music,touching and sentimental family stories,1
animation,music,1
family,music,1
kids' animated fun and adventure,music,1
fairy-tale fantasy and enchanted magic,music,1
drama,and slapstick humor,1
drama,funny jokes and crude humor,1
drama,gags,1
drama,jokes,1
moving relationship stories,and slapstick humor,1
moving relationship stories,funny jokes and crude humor,1
moving relationship stories,gags,1
moving relationship stories,jokes,1
quirky and endearing relationships,funny jokes and crude humor,1
spooky,funny jokes and crude humor,1
scary comedy,funny jokes and crude humor,1
high speed and special ops,aliens,1
high speed and special ops,monsters,1
high speed and special ops,sci-fi and the apocalypse,1
gripping,horror,1
intense violent crime,horror,1
drama,student coming-of-age challenges,1
moving relationship stories,student coming-of-age challenges,1
student coming-of-age challenges,student coming-of-age challenges,1
emotional and touching family dramas,student coming-of-age challenges,1
captivating relationships and charming romance,student coming-of-age challenges,1
captivating relationships and charming romance,underdogs and coming of age,1
touching and sentimental family stories,student coming-of-age challenges,1
emotional life of renowned artists,student coming-of-age challenges,1
emotional life of renowned artists,underdogs and coming of age,1
amusing jokes and witty satire,documentary,1
western,crime,1
captivating vision and shakespearean drama,comedy,1
captivating relationships and charming romance,thriller,1
